date,place,company_name,budget,status,result,space_flight_name
"Fri Jan 13, 2012 00:56 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $69.7 million,Status: Active,Success,Long March 3A | Fengyun-2F
"Mon Jan 09, 2012 03:17 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4B | Ziyuan-3 01 & VesselSat-2
"Wed Dec 28, 2011 17:09 UTC"," Baikonur Cosmodrome, Kazakhstan",Starsem,Price: $23.0 million,Status: Active,Success,"Soyuz 2.1a/Fregat | Globalstar-2 M083, 88, 91, 85, 81 & 89"
"Fri Dec 23, 2011 12:08 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $25.0 million,Status: Active,Failure,Soyuz 2.1b/Fregat-M | Meridian n°15L
"Thu Dec 22, 2011 03:26 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4B | Ziyuan-1 02C
"Wed Dec 21, 2011 13:16 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-03M
"Mon Dec 19, 2011 16:41 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | NIGCOMSAT-1R
"Sat Dec 17, 2011 02:03 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $30.0 million,Status: Active,Success,"Soyuz ST-A/Fregat | Pléiades 1A, SSOT, Elisa"
"Mon Dec 12, 2011 01:21 UTC"," Tanegashima Space Center, Japan",MHI,Price: $90.0 million,Status: Active,Success,H-IIA 202 | IGS-Radar 3
"Sun Dec 11, 2011 11:16 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | AMOS 5 & Luch-5A
"Thu Dec 01, 2011 21:07 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $69.7 million,Status: Active,Success,Long March 3A | Beidou-2 I5
"Tue Nov 29, 2011 18:50 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C | Yaogan 13
"Mon Nov 28, 2011 08:25 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $25.0 million,Status: Active,Success,Soyuz 2.1b/Fregat-M | Cosmos 2478
"Sat Nov 26, 2011 15:02 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $145.0 million,Status: Active,Success,Atlas V 541 | Curiosity
"Fri Nov 25, 2011 19:10 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | AsiaSat 7
"Sun Nov 20, 2011 00:15 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Shiyan-4 & Chuangxin-1 03
"Mon Nov 14, 2011 04:14 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-22
"Wed Nov 09, 2011 03:21 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4B | Yaogan 12 & Tianxun-1
"Tue Nov 08, 2011 20:16 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Zenit-2 FG | Fobos-Grunt & Yinghuo 1
"Fri Nov 04, 2011 12:51 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Success,"Proton-M/Briz-M | Cosmos 2475, 2476 & 2477"
"Mon Oct 31, 2011 21:58 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 2F/G | Shenzhou 8
"Sun Oct 30, 2011 10:11 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-13M
"Fri Oct 28, 2011 09:48 UTC"," Vandenberg SFB, California, USA",ULA,Price: $0.0 million,Status: Retired,Success,Delta II 7920-10C | Suomi NPP / ELaNa III
"Fri Oct 21, 2011 10:30 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $30.0 million,Status: Active,Success,Soyuz ST-B/Fregat-MT | Galileo IOV FM01-FM02
"Wed Oct 19, 2011 18:48 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | ViaSat-1
"Wed Oct 12, 2011 05:31 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $21.0 million,Status: Active,Success,PSLV-CA | Megha-Tropiques & Others
"Fri Oct 07, 2011 08:21 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | Eutelsat W3C
"Wed Oct 05, 2011 21:00 UTC"," Baikonur Cosmodrome, Kazakhstan",Land Launch,Price: $0.0 million,Status: Retired,Success,Zenit-3 SLB | Intelsat 18
"Sun Oct 02, 2011 20:15 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $25.0 million,Status: Active,Success,Soyuz 2.1b/Fregat-M | Cosmos 2474
"Thu Sep 29, 2011 18:31 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | QuetzSat-1
"Thu Sep 29, 2011 13:16 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 2F/T | Tiangong-1
"Tue Sep 27, 2011 15:49 UTC"," Pacific Spaceport Complex, Kodiak, Alaska, USA",Northrop,Price: $46.0 million,Status: Active,Success,Minotaur IV | TacSat-4
"Sat Sep 24, 2011 20:17 UTC"," Kiritimati Launch Area, Pacific Ocean",Sea Launch,Price: $0.0 million,Status: Retired,Success,Zenit-3 SL | Atlantic Bird 7
"Fri Sep 23, 2011 04:36 UTC"," Tanegashima Space Center, Japan",MHI,Price: $90.0 million,Status: Active,Success,H-IIA 202 | IGS-Optical 4
"Wed Sep 21, 2011 21:38 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Arabsat-5C & SES-2
"Tue Sep 20, 2011 22:47 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | Cosmos 2473
"Sun Sep 18, 2011 16:33 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | ChinaSat-1A
"Sat Sep 10, 2011 13:08 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $0.0 million,Status: Retired,Success,Delta II 7920H-10C | GRAIL
"Wed Aug 24, 2011 13:00 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Failure,Soyuz U | Progress M-12M
"Thu Aug 18, 2011 09:28 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Failure,Long March 2C | Shijian-11 04
"Wed Aug 17, 2011 21:25 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Failure,Proton-M/Briz-M | Ekspress AM4
"Wed Aug 17, 2011 07:12 UTC"," Yasny Cosmodrome, Russia",Kosmotras,Price: $29.0 million,Status: Retired,Success,Dnepr | Sich 2 & Others
"Mon Aug 15, 2011 22:57 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4B | Haiyang-2A
"Thu Aug 11, 2011 16:15 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | PAKSAT-1R
"Sat Aug 06, 2011 22:52 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Astra 1N & BSAT-3C
"Fri Aug 05, 2011 16:25 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $153.0 million,Status: Active,Success,Atlas V 551 | Juno
"Fri Jul 29, 2011 07:42 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C | Shijian-11 02
"Tue Jul 26, 2011 21:44 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $69.7 million,Status: Active,Success,Long March 3A | Beidou-2 I4
"Mon Jul 18, 2011 02:31 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Zenit-3 SLBF | Spektr-R
"Sat Jul 16, 2011 06:41 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $164.0 million,Status: Retired,Success,"Delta IV Medium+ (4,2) | GPS-2F 2 (USA-232)"
"Fri Jul 15, 2011 23:16 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | SES-3 & KazSat-2
"Fri Jul 15, 2011 11:18 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $31.0 million,Status: Active,Success,PSLV-XL | GSAT-12
"Wed Jul 13, 2011 02:27 UTC"," Baikonur Cosmodrome, Kazakhstan",Starsem,Price: $23.0 million,Status: Active,Success,"Soyuz 2.1a/Fregat | Globalstar-2 M084, 80, 86, 82, 92 & 90"
"Mon Jul 11, 2011 15:41 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $20.14 million,Status: Retired,Success,Long March 3C | Tianlian 1B
"Fri Jul 08, 2011 15:29 UTC"," Kennedy Space Center, Florida, USA",NASA,Price: $450.0 million,Status: Retired,Success,Space Shuttle Atlantis | STS-135
"Wed Jul 06, 2011 04:28 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C | Shijian-11 03
"Thu Jun 30, 2011 03:09 UTC"," Wallops Flight Facility, Virginia, USA",Northrop,Price: $40.0 million,Status: Active,Success,Minotaur I | ORS-1
"Mon Jun 27, 2011 15:59 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $20.0 million,Status: Retired,Success,Soyuz U | Cosmos 2472
"Tue Jun 21, 2011 14:38 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-11M
"Mon Jun 20, 2011 16:13 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | ChinaSat-10
"Wed Jun 15, 2011 09:15 UTC"," Semnan Space Center, Iran",ISA,Price: $0.0 million,Status: Retired,Success,Safir-1A | Rasad 1
"Fri Jun 10, 2011 14:20 UTC"," Vandenberg SFB, California, USA",ULA,Price: $0.0 million,Status: Retired,Success,Delta II 7320-10C | SAC-D
"Tue Jun 07, 2011 20:12 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-02M
"Fri May 20, 2011 20:38 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | ST-2 & GSAT-8
"Fri May 20, 2011 19:15 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | Telstar 14R
"Mon May 16, 2011 12:56 UTC"," Kennedy Space Center, Florida, USA",NASA,Price: $450.0 million,Status: Retired,Success,Space Shuttle Endeavour | STS-134
"Sat May 07, 2011 18:10 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $109.0 million,Status: Active,Success,Atlas V 401 | SBIRS GEO-1
"Wed May 04, 2011 17:41 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $23.0 million,Status: Active,Success,Soyuz 2.1a/Fregat-M | Meridian n°14L
"Wed Apr 27, 2011 13:05 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-10M
"Fri Apr 22, 2011 21:37 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Yahsat 1A & Intelsat 28
"Wed Apr 20, 2011 04:42 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $25.0 million,Status: Retired,Success,"PSLV-G | ResourceSat-2, X-Sat & YouthSat"
"Fri Apr 15, 2011 04:24 UTC"," Vandenberg SFB, California, USA",ULA,Price: $115.0 million,Status: Retired,Success,Atlas V 411 | NOSS-3 5A & 5B (USA-229) (NROL-34)
"Sat Apr 09, 2011 20:47 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $69.7 million,Status: Active,Success,Long March 3A | Beidou-2 I3
"Mon Apr 04, 2011 22:18 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-21
"Fri Mar 11, 2011 23:38 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $164.0 million,Status: Retired,Success,"Delta IV Medium+ (4,2) | Quasar-17 (USA-227) (NROL-27)"
"Sat Mar 05, 2011 22:46 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $120.0 million,Status: Active,Success,Atlas V 501 | OTV-2
"Fri Mar 04, 2011 10:09 UTC"," Vandenberg SFB, California, USA",Northrop,Price: $45.0 million,Status: Active,Failure,"Minotaur C (Taurus) | Glory, KySat-1, Hermes, and Explorer-1 [PRIME]"
"Sat Feb 26, 2011 03:07 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $25.0 million,Status: Active,Success,Soyuz 2.1b/Fregat-M | Cosmos 2471
"Thu Feb 24, 2011 21:53 UTC"," Kennedy Space Center, Florida, USA",NASA,Price: $450.0 million,Status: Retired,Success,Space Shuttle Discovery | STS-133
"Wed Feb 16, 2011 21:51 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $0.0 million,Status: Retired,Success,Ariane 5 ES | ATV-2
"Sun Feb 06, 2011 12:26 UTC"," Vandenberg SFB, California, USA",Northrop,Price: $40.0 million,Status: Active,Success,Minotaur I | RPP (USA-225) (NROL-66)
"Tue Feb 01, 2011 14:00 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $13.0 million,Status: Retired,Partial Failure,Rokot/Briz KM | Cosmos 2470
"Fri Jan 28, 2011 01:31 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-09M
"Sat Jan 22, 2011 05:37 UTC"," Tanegashima Space Center, Japan",MHI,Price: $112.5 million,Status: Retired,Success,H-IIB | HTV-2
"Thu Jan 20, 2011 21:10 UTC"," Vandenberg SFB, California, USA",ULA,Price: $350.0 million,Status: Retired,Success,Delta IV Heavy | KH-11 15 (Crystal 15) (USA-224) (NROL-49)
"Thu Jan 20, 2011 12:29 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Zenit-3 SLBF | Elektro-L n°1
"Wed Dec 29, 2010 21:27 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Koreasat 6 & Hispasat-1E
"Sun Dec 26, 2010 21:50 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | KA-SAT
"Sat Dec 25, 2010 10:34 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $47.0 million,Status: Retired,Failure,GSLV Mk I | GSAT-5P
"Fri Dec 17, 2010 20:20 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $69.7 million,Status: Active,Success,Long March 3A | Beidou-2 I2
"Wed Dec 15, 2010 19:09 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-20
"Wed Dec 08, 2010 15:43 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $59.5 million,Status: Retired,Success,Falcon 9 Block 1 (v1.0) | COTS-1
"Sun Dec 05, 2010 10:25 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Failure,Proton-M/DM-3 | Glonass-M Block 43
"Fri Nov 26, 2010 18:39 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Intelsat 17 & HYLAS-1
"Wed Nov 24, 2010 16:09 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $69.7 million,Status: Active,Success,Long March 3A | ChinaSat-20A
"Sun Nov 21, 2010 22:58 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $350.0 million,Status: Retired,Success,Delta IV Heavy | Orion 7 (USA-223) (NROL-32)
"Sat Nov 20, 2010 01:25 UTC"," Pacific Spaceport Complex, Kodiak, Alaska, USA",Northrop,Price: $46.0 million,Status: Active,Success,Minotaur IV | STP-S26
"Sun Nov 14, 2010 17:29 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | SkyTerra-1
"Sat Nov 06, 2010 02:20 UTC"," Vandenberg SFB, California, USA",ULA,Price: $0.0 million,Status: Retired,Success,Delta II 7420-10C | COSMO-4
"Thu Nov 04, 2010 18:37 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4C | Fengyun-3B
"Tue Nov 02, 2010 00:58 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $23.0 million,Status: Active,Success,Soyuz 2.1a/Fregat-M | Meridian n°13L
"Sun Oct 31, 2010 16:26 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $20.14 million,Status: Retired,Success,Long March 3C | Beidou-2 G4
"Thu Oct 28, 2010 21:51 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Eutelsat W3B & BSAT-3B
"Wed Oct 27, 2010 15:11 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-08M
"Tue Oct 19, 2010 17:10 UTC"," Baikonur Cosmodrome, Kazakhstan",Starsem,Price: $23.0 million,Status: Active,Success,Soyuz 2.1a/Fregat | Globalstar-2 M078 & 93 to 97
"Thu Oct 14, 2010 18:53 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | Sirius XM-5
"Thu Oct 07, 2010 23:10 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-01M
"Wed Oct 06, 2010 00:49 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4B | Shijian-6G & 6H
"Fri Oct 01, 2010 10:59 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $20.14 million,Status: Retired,Success,Long March 3C | Chang'e 2
"Thu Sep 30, 2010 17:01 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $0.0 million,Status: Retired,Success,Molniya-M /Block 2BL | Cosmos 2469
"Sun Sep 26, 2010 04:41 UTC"," Vandenberg SFB, California, USA",Northrop,Price: $46.0 million,Status: Active,Success,Minotaur IV | SBSS
"Wed Sep 22, 2010 02:42 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,"Long March 2D | Yaogan 11, ZDPS-1A & 1B"
"Tue Sep 21, 2010 04:03 UTC"," Vandenberg SFB, California, USA",ULA,Price: $120.0 million,Status: Active,Success,Atlas V 501 | Topaz 1 (USA-215) (NROL-41)
"Sat Sep 11, 2010 11:17 UTC"," Tanegashima Space Center, Japan",MHI,Price: $90.0 million,Status: Active,Success,H-IIA 202 | Michibiki 1
"Fri Sep 10, 2010 10:22 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-07M
"Wed Sep 08, 2010 03:30 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $13.0 million,Status: Retired,Success,"Rokot/Briz KM | Cosmos 2467, 2468 & Goniets-M n°12L"
"Sat Sep 04, 2010 16:14 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | ChinaSat-6A
"Thu Sep 02, 2010 00:53 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Success,"Proton-M/DM-2 | Cosmos 2464, 2465 & 2466"
"Tue Aug 24, 2010 07:10 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Tianhui-1A
"Sat Aug 14, 2010 11:07 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $140.0 million,Status: Active,Success,Atlas V 531 | AEHF-1
"Mon Aug 09, 2010 22:49 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4C | Yaogan 10
"Wed Aug 04, 2010 20:59 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Nilesat-201 & Rascom-QAF 1R
"Sat Jul 31, 2010 21:30 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $69.7 million,Status: Active,Success,Long March 3A | Beidou-2 I1
"Mon Jul 12, 2010 03:52 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $21.0 million,Status: Active,Success,PSLV-CA | Cartosat-2B & Rideshares
"Sat Jul 10, 2010 18:40 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | EchoStar XV
"Wed Jun 30, 2010 15:35 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-06M
"Sat Jun 26, 2010 21:41 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Arabsat-5A & COMS-1
"Tue Jun 22, 2010 19:00 UTC"," Palmachim Airbase, Israel",IAI,Price: $0.0 million,Status: Active,Success,Shavit-2 | Ofek-9
"Mon Jun 21, 2010 02:14 UTC"," Baikonur Cosmodrome, Kazakhstan",Kosmotras,Price: $29.0 million,Status: Retired,Success,Dnepr | TanDEM-X
"Tue Jun 15, 2010 21:35 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-19
"Tue Jun 15, 2010 14:42 UTC"," Yasny Cosmodrome, Russia",Kosmotras,Price: $29.0 million,Status: Retired,Success,Dnepr | Picard & PRISMA
"Tue Jun 15, 2010 01:39 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Shijian-12
"Thu Jun 10, 2010 08:01 UTC"," Naro Space Center, South Korea",KARI,Price: $0.0 million,Status: Retired,Failure,KSLV-1 | STSAT-2B
"Fri Jun 04, 2010 18:45 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $59.5 million,Status: Retired,Success,Falcon 9 Block 1 (v1.0) | Flight 1
"Thu Jun 03, 2010 22:00 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | Badr-5
"Wed Jun 02, 2010 15:53 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $20.14 million,Status: Retired,Success,Long March 3C | Beidou-2 G3
"Wed Jun 02, 2010 01:59 UTC"," Plesetsk Cosmodrome, Russia",Eurockot,Price: $13.0 million,Status: Retired,Success,Rokot/Briz KM | SERVIS-2
"Fri May 28, 2010 03:00 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $164.0 million,Status: Retired,Success,"Delta IV Medium+ (4,2) | GPS-2F 1 (USA-213)"
"Fri May 21, 2010 22:01 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $200.0 million,Status: Retired,Success,Ariane 5 ECA | Astra 3B & COMSATBw-2
"Thu May 20, 2010 21:58 UTC"," Tanegashima Space Center, Japan",MHI,Price: $90.0 million,Status: Active,Success,"H-IIA 202 | Akatsuki, IKAROS & Others"
"Fri May 14, 2010 18:20 UTC"," Kennedy Space Center, Florida, USA",NASA,Price: $450.0 million,Status: Retired,Success,Space Shuttle Atlantis | STS-132
"Wed Apr 28, 2010 17:15 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-05M
"Tue Apr 27, 2010 01:05 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $0.0 million,Status: Retired,Success,Cosmos-3M | Cosmos 2463
"Sat Apr 24, 2010 11:18 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | SES-1
"Thu Apr 22, 2010 23:52 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $120.0 million,Status: Active,Success,Atlas V 501 | OTV-1
"Fri Apr 16, 2010 15:00 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $20.0 million,Status: Retired,Success,Soyuz U | Cosmos 2462
"Thu Apr 15, 2010 10:57 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $47.0 million,Status: Active,Failure,GSLV Mk II | GSAT-4
"Thu Apr 08, 2010 13:57 UTC"," Baikonur Cosmodrome, Kazakhstan",Kosmotras,Price: $29.0 million,Status: Retired,Success,Dnepr | CryoSat-2
"Mon Apr 05, 2010 10:21 UTC"," Kennedy Space Center, Florida, USA",NASA,Price: $450.0 million,Status: Retired,Success,Space Shuttle Discovery | STS-131
"Fri Apr 02, 2010 04:04 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $0.0 million,Status: Retired,Success,Soyuz FG | Soyuz TMA-18
"Sat Mar 20, 2010 18:26 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | EchoStar XIV
"Fri Mar 05, 2010 04:55 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,"Long March 4C | Yaogan-9 1, 2 & 3"
"Thu Mar 04, 2010 23:57 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $164.0 million,Status: Retired,Success,"Delta IV Medium+ (4,2) | GOES-P (GOES-15)"
"Mon Mar 01, 2010 21:19 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Success,"Proton-M/DM-2 | Cosmos 2459, 2460 & 2461"
"Fri Feb 12, 2010 00:39 UTC"," Baikonur Cosmodrome, Kazakhstan",ILS,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | Intelsat 16
"Thu Feb 11, 2010 15:23 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $109.0 million,Status: Active,Success,Atlas V 401 | SDO
"Mon Feb 08, 2010 09:14 UTC"," Kennedy Space Center, Florida, USA",NASA,Price: $450.0 million,Status: Retired,Success,Space Shuttle Endeavour | STS-130
"Wed Feb 03, 2010 03:45 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Retired,Success,Soyuz U | Progress M-04M
"Thu Jan 28, 2010 00:17 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $65.0 million,Status: Active,Success,Proton-M/Briz-M | Raduga-1M n°02
"Sat Jan 16, 2010 16:12 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $20.14 million,Status: Retired,Success,Long March 3C | Beidou-2 G1
