date,place,company_name,budget,status,result,space_flight_name
"Sun Apr 28, 2024 00:34 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Galileo FOC FM25 & FM27
"Thu Apr 25, 2024 12:59 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 2F/G | Shenzhou 18
"Tue Apr 23, 2024 22:32 UTC"," Māhia Peninsula, New Zealand",Rocket Lab,Price: $7.5 million,Status: Active,Success,Electron/Curie | Beginning Of The Swarm
"Tue Apr 23, 2024 22:17 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-53
"Sat Apr 20, 2024 23:45 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Yaogan 42-02
"Thu Apr 18, 2024 22:40 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-52
"Wed Apr 17, 2024 21:26 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-51
"Mon Apr 15, 2024 04:12 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | SuperView Neo 3-01
"Sat Apr 13, 2024 01:40 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-49
"Thu Apr 11, 2024 14:25 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | USSF-62/WSF-M 1
"Thu Apr 11, 2024 09:00 UTC"," Vostochny Cosmodrome, Russia",Roscosmos,Price: $100.0 million,Status: Active,Success,Angara A5/Blok DM-03 | Vostochny Angara Test Flight
"Wed Apr 10, 2024 05:40 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-48
"Tue Apr 09, 2024 16:53 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $350.0 million,Status: Retired,Success,Delta IV Heavy | NROL-70
"Sun Apr 07, 2024 23:16 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Bandwagon-1
"Sun Apr 07, 2024 02:25 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 8-1
"Fri Apr 05, 2024 09:12 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-47
"Tue Apr 02, 2024 22:56 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Yaogan 42-01
"Tue Apr 02, 2024 02:30 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-18
"Sun Mar 31, 2024 09:36 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $20.0 million,Status: Active,Success,Soyuz 2.1b | Resurs-P No.4
"Sun Mar 31, 2024 01:30 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-45
"Sat Mar 30, 2024 21:52 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Eutelsat 36D
"Tue Mar 26, 2024 22:51 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 6A | Yunhai 3-02
"Mon Mar 25, 2024 23:42 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-46
"Sun Mar 24, 2024 03:09 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-42
"Sat Mar 23, 2024 12:36 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $17.42 million,Status: Active,Success,Soyuz 2.1a | Soyuz MS-25
"Thu Mar 21, 2024 20:55 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | CRS SpX-30
"Thu Mar 21, 2024 07:25 UTC"," Wallops Flight Facility, Virginia, USA",Rocket Lab,Price: $7.5 million,Status: Active,Success,Electron/Curie | Live and Let Fly (USA 352) (NROL-123)
"Thu Mar 21, 2024 05:27 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $30.0 million,Status: Active,Success,Long March 2D/YZ-3 | Yunhai-2 Group 02
"Wed Mar 20, 2024 00:31 UTC"," Wenchang Space Launch Site, China",CASC,Price: $27.0 million,Status: Active,Success,Long March 8 | Queqiao-2
"Tue Mar 19, 2024 02:28 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,"Falcon 9 Block 5 | Starlink Group 7-16, USA 350, and USA 351"
"Sat Mar 16, 2024 00:21 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-44
"Thu Mar 14, 2024 13:25 UTC"," Starbase, Texas, USA",SpaceX,Price: $0.0 million,Status: Active,Success,Starship-Super Heavy (Prototype) | Starship Flight 3
"Wed Mar 13, 2024 12:51 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Partial Failure,Long March 2C/YZ-1S | DRO-A/B
"Wed Mar 13, 2024 02:01 UTC"," Space Port Kii, Japan",Space One,Price: $9.0 million,Status: Active,Failure,KAIROS | Maiden Flight
"Tue Mar 12, 2024 15:03 UTC"," Māhia Peninsula, New Zealand",Rocket Lab,Price: $7.5 million,Status: Active,Success,Electron/Curie | Owl Night Long
"Mon Mar 11, 2024 04:09 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-17
"Sun Mar 10, 2024 23:05 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-43
"Mon Mar 04, 2024 23:56 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-41
"Mon Mar 04, 2024 22:05 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Transporter 10
"Mon Mar 04, 2024 03:53 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | SpaceX Crew-8
"Thu Feb 29, 2024 15:30 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-40
"Thu Feb 29, 2024 13:03 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | WHG-01
"Thu Feb 29, 2024 05:43 UTC"," Vostochny Cosmodrome, Russia",Roscosmos,Price: $25.0 million,Status: Active,Success,Soyuz 2.1b/Fregat-M | Meteor-M n°2-4 and others
"Sun Feb 25, 2024 22:06 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-39
"Fri Feb 23, 2024 11:30 UTC"," Wenchang Space Launch Site, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 5 | TJSW-11
"Fri Feb 23, 2024 04:11 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-15
"Tue Feb 20, 2024 20:11 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | HTS-113BT (Merah Putih 2)
"Sun Feb 18, 2024 14:52 UTC"," Māhia Peninsula, New Zealand",Rocket Lab,Price: $7.5 million,Status: Active,Success,Electron/Curie | On Closer Inspection
"Sat Feb 17, 2024 12:05 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $47.0 million,Status: Active,Success,GSLV Mk II | INSAT-3DS
"Sat Feb 17, 2024 00:22 UTC"," Tanegashima Space Center, Japan",MHI,Price: $50.0 million,Status: Active,Success,"H3-22 | VEP 4, CE-SAT-1E & TIRSAT"
"Thu Feb 15, 2024 21:34 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-14
"Thu Feb 15, 2024 06:05 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Nova C (IM-1)
"Thu Feb 15, 2024 03:25 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $17.42 million,Status: Active,Success,Soyuz 2.1a | Progress MS-26
"Wed Feb 14, 2024 22:30 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | USSF-124
"Sat Feb 10, 2024 00:34 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-13
"Fri Feb 09, 2024 07:03 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $0.0 million,Status: Active,Success,Soyuz 2.1v | Cosmos 2575
"Thu Feb 08, 2024 06:33 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | PACE
"Sat Feb 03, 2024 03:06 UTC", China Coastal Waters,CASC,Price: $0.0 million,Status: Active,Success,Jielong-3 | 9 satellites
"Fri Feb 02, 2024 23:37 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C | Geely Constellation Group 02
"Wed Jan 31, 2024 06:34 UTC"," Māhia Peninsula, New Zealand",Rocket Lab,Price: $7.5 million,Status: Active,Success,Electron/Curie | Four Of A Kind
"Tue Jan 30, 2024 17:07 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | CRS NG-20
"Mon Jan 29, 2024 05:57 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-12
"Mon Jan 29, 2024 01:10 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-38
"Sun Jan 28, 2024 00:04 UTC"," Semnan Space Center, Iran",ISA,Price: $0.0 million,Status: Active,Success,"Simorgh | Mahda, Keyhan-2 & Hatef-1"
"Fri Jan 26, 2024 17:42 UTC"," Spaceport America, New Mexico, USA",Virgin Galactic,Price: $0.0 million,Status: Active,Success,SpaceShipTwo | Galactic-06
"Wed Jan 24, 2024 00:35 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-11
"Tue Jan 23, 2024 04:03 UTC"," Jiuquan Satellite Launch Center, China",CAS Space,Price: $0.0 million,Status: Active,Success,Kinetica 1 | Third Flight
"Sat Jan 20, 2024 06:28 UTC"," Shahrud Missile Test Site, Iran",IRGC,Price: $0.0 million,Status: Active,Success,Qaem 100 | Soraya
"Thu Jan 18, 2024 21:49 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Axiom Mission 3 (AX-3)
"Wed Jan 17, 2024 14:27 UTC"," Wenchang Space Launch Site, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 7 | Tianzhou 7
"Mon Jan 15, 2024 01:52 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-37
"Sun Jan 14, 2024 08:59 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-10
"Fri Jan 12, 2024 04:44 UTC"," Tanegashima Space Center, Japan",MHI,Price: $90.0 million,Status: Active,Success,H-IIA 202 | IGS-Optical 8
"Thu Jan 11, 2024 05:30 UTC", China Coastal Waters,OrienSpace,Price: $27.22 million,Status: Active,Success,Gravity-1 | Maiden flight
"Thu Jan 11, 2024 03:52 UTC"," Jiuquan Satellite Launch Center, China",ExPace,Price: $5.8 million,Status: Active,Success,Kuaizhou 1A | Tianxing-1-02
"Tue Jan 09, 2024 07:03 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C | Einstein Probe
"Mon Jan 08, 2024 07:18 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $0.0 million,Status: Active,Success,Vulcan VC2S | Peregrine Mission One
"Sun Jan 07, 2024 22:35 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-35
"Fri Jan 05, 2024 11:20 UTC"," Jiuquan Satellite Launch Center, China",ExPace,Price: $5.8 million,Status: Active,Success,Kuaizhou 1A | Tianmu-1 15-18
"Wed Jan 03, 2024 23:04 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Ovzon-3
"Wed Jan 03, 2024 03:44 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-9
"Mon Jan 01, 2024 03:40 UTC"," Satish Dhawan Space Centre, India",ISRO,Price: $0.0 million,Status: Active,Success,PSLV-DL | XPoSat
"Sat Dec 30, 2023 00:13 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C/YZ-1S | 3 x SatNet test satellites
"Fri Dec 29, 2023 04:01 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-36
"Fri Dec 29, 2023 01:07 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $97.0 million,Status: Active,Success,Falcon Heavy | USSF-52 (OTV-7)
"Wed Dec 27, 2023 07:03 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $0.0 million,Status: Active,Success,Soyuz 2.1v | Cosmos 2574
"Wed Dec 27, 2023 06:50 UTC"," Jiuquan Satellite Launch Center, China",ExPace,Price: $5.8 million,Status: Active,Success,Kuaizhou 1A | Tianmu-1 19-22
"Tue Dec 26, 2023 03:26 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 3B/YZ-1 | Beidou-3 M25 & M26
"Mon Dec 25, 2023 22:39 UTC", China Coastal Waters,CASC,Price: $5.3 million,Status: Active,Success,Long March 11H | Shiyan 24C
"Mon Dec 25, 2023 01:00 UTC"," Jiuquan Satellite Launch Center, China",ExPace,Price: $5.8 million,Status: Active,Success,Kuaizhou 1A | Tianmu-1 11-14
"Sun Dec 24, 2023 13:11 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | SARah 2 & 3
"Sat Dec 23, 2023 05:33 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-32
"Fri Dec 22, 2023 17:32 UTC"," Vandenberg SFB, California, USA",Firefly,Price: $15.0 million,Status: Active,Partial Failure,Alpha | Fly the Lightning
"Thu Dec 21, 2023 08:48 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $20.0 million,Status: Active,Success,Soyuz 2.1b | Cosmos 2573
"Tue Dec 19, 2023 16:42 UTC"," West Texas, Texas, USA",Blue Origin,Price: $0.0 million,Status: Active,Success,New Shepard | NS-24
"Tue Dec 19, 2023 04:01 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-34
"Sun Dec 17, 2023 07:00 UTC"," Jiuquan Satellite Launch Center, China",i-Space,Price: $0.0 million,Status: Active,Success,Hyperbola-1 | DEAR-1
"Sat Dec 16, 2023 09:17 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $25.0 million,Status: Active,Success,Soyuz 2.1b/Fregat-M | Arktika-M n°2
"Fri Dec 15, 2023 13:41 UTC"," Wenchang Space Launch Site, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 5 | Yaogan 41
"Fri Dec 15, 2023 04:05 UTC"," Māhia Peninsula, New Zealand",Rocket Lab,Price: $7.5 million,Status: Active,Success,Electron/Curie | The Moon God Awakens
"Thu Dec 14, 2023 14:12 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 2F/T | Experimental Spaceplane (CSSHQ)
"Sun Dec 10, 2023 01:58 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Yaogan 39 Group 05
"Fri Dec 08, 2023 23:39 UTC"," Jiuquan Satellite Launch Center, China",Landspace,Price: $0.0 million,Status: Active,Success,ZhuQue-2 | Flight 3
"Fri Dec 08, 2023 08:03 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-8
"Thu Dec 07, 2023 05:07 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-33
"Tue Dec 05, 2023 19:24 UTC", China Coastal Waters,CASC,Price: $0.0 million,Status: Active,Success,Jielong-3 | SatNet test satellite
"Mon Dec 04, 2023 23:33 UTC"," Jiuquan Satellite Launch Center, China",Galactic Energy,Price: $4.38 million,Status: Active,Success,Ceres-1 | We Won’t Stop
"Mon Dec 04, 2023 05:00 UTC"," Jeju Island, South Korea",ADD,Price: $0.0 million,Status: Active,Success,South Korean ADD Solid-Fuel SLV (3 stage) | S-STEP
"Mon Dec 04, 2023 04:10 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C | MisrSat-2
"Sun Dec 03, 2023 04:00 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-31
"Fri Dec 01, 2023 18:19 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | 425 Project Flight 1 & Rideshares
"Fri Dec 01, 2023 09:25 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $17.42 million,Status: Active,Success,Soyuz 2.1a | Progress MS-25
"Tue Nov 28, 2023 04:20 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-30
"Sat Nov 25, 2023 20:58 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $20.0 million,Status: Active,Success,Soyuz 2.1b | Cosmos 2572
"Thu Nov 23, 2023 10:00 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $30.0 million,Status: Active,Success,Long March 2D/YZ-3 | 3 x SatNet test satellites
"Wed Nov 22, 2023 07:47 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-29
"Tue Nov 21, 2023 13:42 UTC"," Sohae Satellite Launching Station, North Korea",NADA,Price: $0.0 million,Status: Active,Success,Chŏllima 1 | Manligyeong 1 #3
"Mon Nov 20, 2023 10:30 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-7
"Sat Nov 18, 2023 13:02 UTC"," Starbase, Texas, USA",SpaceX,Price: $0.0 million,Status: Active,Partial Failure,Starship-Super Heavy (Prototype) | Starship Flight Test 2
"Sat Nov 18, 2023 05:05 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-28
"Thu Nov 16, 2023 03:55 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $30.8 million,Status: Active,Success,Long March 2C/YZ-1S | Haiyang 3-01
"Sun Nov 12, 2023 21:08 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | O3b mPOWER 5 & 6
"Sat Nov 11, 2023 18:49 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Transporter 9
"Fri Nov 10, 2023 01:28 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | CRS SpX-29
"Thu Nov 09, 2023 11:23 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.15 million,Status: Active,Success,Long March 3B/E | ChinaSat 6E
"Wed Nov 08, 2023 05:05 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-27
"Sat Nov 04, 2023 00:37 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-26
"Fri Nov 03, 2023 14:54 UTC"," Wenchang Space Launch Site, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 7A | TJSW-10
"Thu Nov 02, 2023 15:44 UTC"," Spaceport America, New Mexico, USA",Virgin Galactic,Price: $0.0 million,Status: Active,Success,SpaceShipTwo | Galactic-05
"Tue Oct 31, 2023 22:50 UTC"," Taiyuan Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 6A | Tianhui 5
"Mon Oct 30, 2023 23:20 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-25
"Sun Oct 29, 2023 09:00 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-6
"Fri Oct 27, 2023 06:04 UTC"," Plesetsk Cosmodrome, Russia",VKS RF,Price: $20.0 million,Status: Active,Success,Soyuz 2.1b | Cosmos 2570
"Thu Oct 26, 2023 03:14 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $0.0 million,Status: Active,Success,Long March 2F/G | Shenzhou 17
"Mon Oct 23, 2023 20:03 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Yaogan 39 Group 04
"Sun Oct 22, 2023 02:17 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-24
"Sat Oct 21, 2023 08:23 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-5
"Wed Oct 18, 2023 00:39 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-23
"Sun Oct 15, 2023 00:54 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Yunhai-1 04
"Fri Oct 13, 2023 23:01 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-22
"Fri Oct 13, 2023 14:19 UTC"," Kennedy Space Center, Florida, USA",SpaceX,Price: $97.0 million,Status: Active,Success,Falcon Heavy | Psyche
"Mon Oct 09, 2023 07:43 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-4
"Mon Oct 09, 2023 01:36 UTC"," Guiana Space Centre, French Guiana, France",Arianespace,Price: $37.0 million,Status: Active,Success,"Vega | THEOS-2, TRITON & SSMS n°5"
"Fri Oct 06, 2023 18:06 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $120.0 million,Status: Active,Success,Atlas V 501 | Project Kuiper Protoflight
"Fri Oct 06, 2023 16:10 UTC"," Spaceport America, New Mexico, USA",Virgin Galactic,Price: $0.0 million,Status: Active,Success,SpaceShipTwo | Galactic-04
"Thu Oct 05, 2023 05:36 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-21
"Thu Oct 05, 2023 00:24 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Yaogan 39 Group 03
"Sat Sep 30, 2023 02:00 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-19
"Wed Sep 27, 2023 06:00 UTC"," Shahrud Missile Test Site, Iran",IRGC,Price: $0.0 million,Status: Active,Success,Qased | Nour 3
"Tue Sep 26, 2023 20:15 UTC"," Jiuquan Satellite Launch Center, China",CASC,Price: $64.68 million,Status: Active,Success,Long March 4C | Yaogan 33-04
"Mon Sep 25, 2023 08:48 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-3
"Sun Sep 24, 2023 03:38 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-18
"Thu Sep 21, 2023 04:59 UTC"," Jiuquan Satellite Launch Center, China",Galactic Energy,Price: $4.38 million,Status: Active,Failure,Ceres-1 | Autumn Sonata
"Wed Sep 20, 2023 03:38 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-17
"Tue Sep 19, 2023 06:55 UTC"," Māhia Peninsula, New Zealand",Rocket Lab,Price: $7.5 million,Status: Active,Failure,Electron/Curie | We Will Never Desert You
"Sun Sep 17, 2023 04:13 UTC"," Xichang Satellite Launch Center, China",CASC,Price: $29.75 million,Status: Active,Success,Long March 2D | Yaogan 39 Group 02
"Sat Sep 16, 2023 03:38 UTC"," Cape Canaveral SFS, Florida, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 6-16
"Fri Sep 15, 2023 15:44 UTC"," Baikonur Cosmodrome, Kazakhstan",Roscosmos,Price: $17.42 million,Status: Active,Success,Soyuz 2.1a | Soyuz MS-24
"Fri Sep 15, 2023 02:28 UTC"," Vandenberg SFB, California, USA",Firefly,Price: $15.0 million,Status: Active,Success,Alpha | VICTUS NOX (TacRS-3)
"Tue Sep 12, 2023 06:57 UTC"," Vandenberg SFB, California, USA",SpaceX,Price: $67.0 million,Status: Active,Success,Falcon 9 Block 5 | Starlink Group 7-2
"Sun Sep 10, 2023 12:47 UTC"," Cape Canaveral SFS, Florida, USA",ULA,Price: $153.0 million,Status: Active,Success,Atlas V 551 | Silentbarker 1 to 3 (USA-346 to 348) (NROL-107)
